Ward-Code,Borough,Ward-Name,Elected,Candidate,Party,Vote
00AKHF,Enfield,Turkey Street,,"Togher, Bernadette",LAB,907
00AKHF,Enfield,Turkey Street,,"Alrai, Aisha",LAB,818
00AKHG,Enfield,Upper Edmonton,*,"Constantinides, Andreas",LAB,1496
00AKHG,Enfield,Upper Edmonton,*,"Anolue, Catherine N.",LAB,1495
00AKHG,Enfield,Upper Edmonton,*,"During, Christiana A.L.",LAB,1409
00AKHG,Enfield,Upper Edmonton,,"Elias, Joy E.",CON,929
00AKHG,Enfield,Upper Edmonton,,"Noyan, Metin",CON,856
00AKHG,Enfield,Upper Edmonton,,"Fessehazion, Melake",CON,778
00AKHG,Enfield,Upper Edmonton,,"Stone, Jacqueline",LD,451
00AKHG,Enfield,Upper Edmonton,,"Kemball-Cook, Geoffrey",GRE,410
00AKHH,Enfield,Winchmore Hill,*,"Hayward, Elaine F.",CON,2087
00AKHH,Enfield,Winchmore Hill,*,"Hurer, Ertan",CON,2022
00AKHH,Enfield,Winchmore Hill,*,"Prescott, Martin L.",CON,2011
00AKHH,Enfield,Winchmore Hill,,"Doyle, Sarah E.",LAB,919
00AKHH,Enfield,Winchmore Hill,,"Ashley, Daniel G.",LAB,778
00AKHH,Enfield,Winchmore Hill,,"Wilmshurst, Euan G.",LAB,707
00AKHH,Enfield,Winchmore Hill,,"van Driel, Christopher J.",GRE,595
00AKHH,Enfield,Winchmore Hill,,"Steel, Michael C.F.",LD,557
00AKHH,Enfield,Winchmore Hill,,"Morphakis, Androulla",LD,524
00AKHH,Enfield,Winchmore Hill,,"Zietman, Ivor",LD,407
00AKHH,Enfield,Winchmore Hill,,"Lyon, John P.",UKIP,180
00ALGP,Greenwich,Abbey Wood,*,"Mardner, Clive B.",LAB,1292
00ALGP,Greenwich,Abbey Wood,*,"Offord, Stephen J.G.",LAB,1191
00ALGP,Greenwich,Abbey Wood,*,"Sekhon, Jagir K.",LAB,1121
00ALGP,Greenwich,Abbey Wood,,"Headon, Thomas J.A.",LD,764
00ALGP,Greenwich,Abbey Wood,,"Soanes, Bonnie C.",LD,696
00ALGP,Greenwich,Abbey Wood,,"Milner, June M.",IND,624
00ALGP,Greenwich,Abbey Wood,,"Nteyoho, Edet A.",LD,622
00ALGP,Greenwich,Abbey Wood,,"Danesi, Ismail",IND,612
00ALGP,Greenwich,Abbey Wood,,"Ward, Anthony",IND,593
00ALGP,Greenwich,Abbey Wood,,"Head, Emily J.E.",CON,519
00ALGP,Greenwich,Abbey Wood,,"Jones, Jennifer F.",CON,513
00ALGP,Greenwich,Abbey Wood,,"Reid, Malcolm D.",CON,486
00ALGQ,Greenwich,Blackheath Westcombe,*,"Brighty, Geoffrey E.",CON,1496
00ALGQ,Greenwich,Blackheath Westcombe,*,"Wilson, Alexander J.",CON,1492
00ALGQ,Greenwich,Blackheath Westcombe,*,"Grant, Alexander H.W.",LAB,1461
00ALGQ,Greenwich,Blackheath Westcombe,,"Bloch, Jean H.",LAB,1383
00ALGQ,Greenwich,Blackheath Westcombe,,"Whittle, Peter R.",CON,1355
00ALGQ,Greenwich,Blackheath Westcombe,,"Thomson-Pottebohm, Silke",LAB,1232
00ALGQ,Greenwich,Blackheath Westcombe,,"Allman, Trevor W.",GRE,801
00ALGQ,Greenwich,Blackheath Westcombe,,"Smart, Michael W.",LD,655
00ALGQ,Greenwich,Blackheath Westcombe,,"Smith, Christopher E.J.",LD,624
00ALGQ,Greenwich,Blackheath Westcombe,,"Spence, Roger N.A.",LD,607
00ALGR,Greenwich,Charlton,*,"Gillman, Janet M.",LAB,1638
00ALGR,Greenwich,Charlton,*,"Maccarthy, Allan J.H.D.",LAB,1494
00ALGR,Greenwich,Charlton,*,"Parker, Gary",LAB,1316
00ALGR,Greenwich,Charlton,,"Connolly, Philip J.",GRE,697
00ALGR,Greenwich,Charlton,,"Cocker, Daniel R.",CON,676
00ALGR,Greenwich,Charlton,,"Sharman, David T.",GRE,671
00ALGR,Greenwich,Charlton,,"O’Leary, Hugh R.",CON,569
00ALGR,Greenwich,Charlton,,"Hayles, Arthur L.",GRE,544
00ALGR,Greenwich,Charlton,,"Letizia, Gianfranco J.",CON,519
00ALGR,Greenwich,Charlton,,"McGuiness, Justine",LD,476
00ALGR,Greenwich,Charlton,,"Steves, Claire J.",LD,445
00ALGR,Greenwich,Charlton,,"Stockley, Neil R.",LD,388
00ALGR,Greenwich,Charlton,,"Warwicker, David A.",UKIP,255
00ALGR,Greenwich,Charlton,,"Vickers, Peter",CPA,122
00ALGS,Greenwich,Coldharbour and New Eltham,*,"Hills, Albert J.",CON,1942
00ALGS,Greenwich,Coldharbour and New Eltham,*,"Brinkhurst, Amanda K.",CON,1877
00ALGS,Greenwich,Coldharbour and New Eltham,*,"Taylor, Christopher J.M.",CON,1809
00ALGS,Greenwich,Coldharbour and New Eltham,,"Daniel, Penelope",LAB,1000
00ALGS,Greenwich,Coldharbour and New Eltham,,"Reader, David",LAB,949
00ALGS,Greenwich,Coldharbour and New Eltham,,"Grimble, Julie P.",LAB,911
00ALGS,Greenwich,Coldharbour and New Eltham,,"Adams, Clifford B.",UKIP,566
00ALGS,Greenwich,Coldharbour and New Eltham,,"Lewis, Emma L.",LD,483
00ALGS,Greenwich,Coldharbour and New Eltham,,"Mooney, Doreen P.E.",LD,469
00ALGS,Greenwich,Coldharbour and New Eltham,,"Gentry, Paul G.",LD,431
00ALGT,Greenwich,Eltham North,*,"Drury, Spencer",CON,2344
00ALGT,Greenwich,Eltham North,*,"Poston, Dermot D.",CON,2164
00ALGT,Greenwich,Eltham North,*,"Fletcher, Nigel M.",CON,2096
00ALGT,Greenwich,Eltham North,,"Kingston, Maresa A.",LAB,1220
00ALGT,Greenwich,Eltham North,,"Walker, Christine",LAB,1165
00ALGT,Greenwich,Eltham North,,"Marnham, Janice M.",LAB,1084
00ALGT,Greenwich,Eltham North,,"Randall, Edward J.",LD,1083
00ALGT,Greenwich,Eltham North,,"Gent, Anthea H.",LD,1015
00ALGT,Greenwich,Eltham North,,"Spence, Judith",LD,871
00ALGT,Greenwich,Eltham North,,"Tarling, Arnold E.",UKIP,634
00ALGT,Greenwich,Eltham North,,"Powley, Marek D.A.",GRE,584
00ALGU,Greenwich,Eltham South,*,"Glover, Eileen",CON,1668
00ALGU,Greenwich,Eltham South,*,"King, Peter J.H.",CON,1611
00ALGU,Greenwich,Eltham South,*,"Truss, Elizabeth M.",CON,1443
00ALGU,Greenwich,Eltham South,,"Pattenden, Mark S.",LD,1386
00ALGU,Greenwich,Eltham South,,"Lewis, Michael J.",LD,1284
00ALGU,Greenwich,Eltham South,,"Shubert, Lester E.",LD,1168
00ALGU,Greenwich,Eltham South,,"Littlefield, John C.",LAB,720
00ALGU,Greenwich,Eltham South,,"Malone, Terence A.",LAB,693
00ALGU,Greenwich,Eltham South,,"Twidale, John",LAB,667
00ALGW,Greenwich,Eltham West,*,"Freeman, William",LAB,1429
00ALGW,Greenwich,Eltham West,*,"Hayes, Michael R.",LAB,1409
00ALGW,Greenwich,Eltham West,*,"Walker, Raymond G.A.",LAB,1322
00ALGW,Greenwich,Eltham West,,"Woods, Roberta",BNP,976
00ALGW,Greenwich,Eltham West,,"Frost, Albert J.",CON,580
00ALGW,Greenwich,Eltham West,,"Culbert, Catherine A.M.L.",CON,552
00ALGW,Greenwich,Eltham West,,"Hoskin, Michael J.",CON,539
00ALGW,Greenwich,Eltham West,,"Cox, Eileen J.",LD,371
00ALGW,Greenwich,Eltham West,,"McWilliams, Gerald P.",IND,332
00ALGW,Greenwich,Eltham West,,"Nicholls, Yvonne",LD,284
00ALGW,Greenwich,Eltham West,,"Olukoga, Mutiu",IND,281
00ALGW,Greenwich,Eltham West,,"Ward, Thomas R.",LD,257
00ALGX,Greenwich,Glyndon,*,"Austen, Donald J.",LAB,1796
00ALGX,Greenwich,Glyndon,*,"Tyler, Paul F.",LAB,1597
00ALGX,Greenwich,Glyndon,*,"Wakefield, John R.",LAB,1459
00ALGX,Greenwich,Glyndon,,"Barron, Leonie K.",LD,665
00ALGX,Greenwich,Glyndon,,"Jenkins, Martin F.",LD,595
00ALGX,Greenwich,Glyndon,,"Greville, Anthony D.",LD,532
00ALGX,Greenwich,Glyndon,,"Branch, David",CON,530
00ALGX,Greenwich,Glyndon,,"Pearson, Sean A.C.",CON,522
00ALGX,Greenwich,Glyndon,,"Shackleton, Richard N.",CON,468
00ALGY,Greenwich,Greenwich West,*,"O’Mara, Maureen",LAB,1406
00ALGY,Greenwich,Greenwich West,*,"Grant, David I.",LAB,1304
00ALGY,Greenwich,Greenwich West,*,"Mythen, Margaret B.",LAB,1189
00ALGY,Greenwich,Greenwich West,,"Miller, Suzanne J.",LD,1106
00ALGY,Greenwich,Greenwich West,,"Smith, Andrew C.",LD,1034
00ALGY,Greenwich,Greenwich West,,"Hill, Edward J.F.",LD,920
00ALGY,Greenwich,Greenwich West,,"Stott, Robin",GRE,754
00ALGY,Greenwich,Greenwich West,,"Gallie, Simon D.I.",CON,691
00ALGY,Greenwich,Greenwich West,,"Dougans, Robert J.",CON,632
00ALGY,Greenwich,Greenwich West,,"Bhatti, Mohamed A.",CON,552
00ALGZ,Greenwich,Kidbrooke with Hornfair,*,"Coombes, Graeme S.",CON,1305
00ALGZ,Greenwich,Kidbrooke with Hornfair,*,"Adams, Norman R.",LAB,1250
00ALGZ,Greenwich,Kidbrooke with Hornfair,*,"Jennings, Andrew R.",CON,1235
00ALGZ,Greenwich,Kidbrooke with Hornfair,,"Gardner, David L.",LAB,1220
00ALGZ,Greenwich,Kidbrooke with Hornfair,,"Jefferson, Ann",LAB,1194
00ALGZ,Greenwich,Kidbrooke with Hornfair,,"Doyle-Price, Jacqueline",CON,1187
00ALGZ,Greenwich,Kidbrooke with Hornfair,,"Deol, Jasmine",GRE,503
00ALGZ,Greenwich,Kidbrooke with Hornfair,,"Green, Mary C.",LD,484
00ALGZ,Greenwich,Kidbrooke with Hornfair,,"Dickson, Ian A.",LD,476
00ALGZ,Greenwich,Kidbrooke with Hornfair,,"Potter, Harry D.",LD,408
00ALHA,Greenwich,Middle Park and Sutcliffe,*,"Woodcraft, Brian J.",LD,1461
00ALHA,Greenwich,Middle Park and Sutcliffe,*,"Morris, Clare C.",LAB,1404
00ALHA,Greenwich,Middle Park and Sutcliffe,*,"Webbewood, Paul",LD,1368
00ALHA,Greenwich,Middle Park and Sutcliffe,,"Challis, Peter M.",LAB,1367
00ALHA,Greenwich,Middle Park and Sutcliffe,,"Gerrard, Ian J.",LD,1357
00ALHA,Greenwich,Middle Park and Sutcliffe,,"Taylor, Barry I.",LAB,1283
00ALHA,Greenwich,Middle Park and Sutcliffe,,"Stevens, Janine D.G.",CON,817
00ALHA,Greenwich,Middle Park and Sutcliffe,,"Acty, Ryan M.J.",CON,814
00ALHA,Greenwich,Middle Park and Sutcliffe,,"Ford, James M.",CON,773
00ALHB,Greenwich,Peninsula,*,"Mills, Mary",LAB,1387
00ALHB,Greenwich,Peninsula,*,"Quibell, Richard",LAB,1153
00ALHB,Greenwich,Peninsula,*,"Roberts, Christopher J.",LAB,1125
00ALHB,Greenwich,Peninsula,,"Early, Lucy",GRE,877
00ALHB,Greenwich,Peninsula,,"Cunliffe, Alexander M.",LD,610
00ALHB,Greenwich,Peninsula,,"McCourt, Duncan J.",CON,603
00ALHB,Greenwich,Peninsula,,"Kerby, Robert S.",CON,599
00ALHB,Greenwich,Peninsula,,"Wainwright, Rupert J.E.",LD,589
00ALHB,Greenwich,Peninsula,,"Robinson, Denys",LD,543
00ALHB,Greenwich,Peninsula,,"Worron, James M.R.",CON,532
00ALHC,Greenwich,Plumstead,*,"Cornforth, Angela J.",LAB,1651
00ALHC,Greenwich,Plumstead,*,"Patel, Kantabai M.",LAB,1389
00ALHC,Greenwich,Plumstead,*,"Jawaid, Sajid",LAB,1380
00ALHC,Greenwich,Plumstead,,"Emmett, Simon E.G.",CON,808
00ALHC,Greenwich,Plumstead,,"Hendren, Philip W.",CON,767
00ALHC,Greenwich,Plumstead,,"Hartigan, Stephen J.",CON,755
00ALHC,Greenwich,Plumstead,,"Toole, Steven T.",LD,683
00ALHC,Greenwich,Plumstead,,"Glusica, Biljana",LD,514
00ALHC,Greenwich,Plumstead,,"Rauf, Abdul",LD,499
00ALHC,Greenwich,Plumstead,,"Singh, Harbhajan",IND,395
00ALHD,Greenwich,Shooters Hill,*,"Kelly, John",LAB,1589
00ALHD,Greenwich,Shooters Hill,*,"Thorpe, Danny",LAB,1540
00ALHD,Greenwich,Shooters Hill,*,"Hyland, Denise",LAB,1527
00ALHD,Greenwich,Shooters Hill,,"Cunningham, Linda S.",CON,1409
00ALHD,Greenwich,Shooters Hill,,"Drury, Elizabeth P.",CON,1393
00ALHD,Greenwich,Shooters Hill,,"Tee, Simon L.",CON,1326
00ALHD,Greenwich,Shooters Hill,,"Derrick-Reeve, Sylvia G.",LD,796
00ALHD,Greenwich,Shooters Hill,,"Ottery, Edward",LD,736
00ALHD,Greenwich,Shooters Hill,,"Westcombe, Michael",LD,660
00ALHE,Greenwich,Thamesmead Moorings,*,"Brooks, Peter J.",LAB,1338
00ALHE,Greenwich,Thamesmead Moorings,*,"Smith, Jacqueline A.",LAB,1165
00ALHE,Greenwich,Thamesmead Moorings,*,"Kotz, Peter",LAB,1122
00ALHE,Greenwich,Thamesmead Moorings,,"Bailey, Adetokunbo",CON,525
00ALHE,Greenwich,Thamesmead Moorings,,"Dixon, Julie A.",TCP,525
00ALHE,Greenwich,Thamesmead Moorings,,"Flynn, James H.",CON,520
00ALHE,Greenwich,Thamesmead Moorings,,"Murphy, Laura",CON,505
00ALHE,Greenwich,Thamesmead Moorings,,"Honeyman, Craig A.",TCP,461
00ALHE,Greenwich,Thamesmead Moorings,,"Redding, Gary",TCP,407
00ALHE,Greenwich,Thamesmead Moorings,,"Joda, Olanrewaju",CPA,379
00ALHE,Greenwich,Thamesmead Moorings,,"Hammond, Stephen C.",CPA,321
00ALHE,Greenwich,Thamesmead Moorings,,"Maporisa, Chipo",CPA,266
00ALHE,Greenwich,Thamesmead Moorings,,"Soyoye, Charles O.",IND,169
00ALHF,Greenwich,Woolwich Common,*,"Jones, Beverley A.",LAB,1654
00ALHF,Greenwich,Woolwich Common,*,"Sidhu, Rajwant S.",LAB,1537
00ALHF,Greenwich,Woolwich Common,*,"Singh, Harpinder",LAB,1449
00ALHF,Greenwich,Woolwich Common,,"Fromings, Colin P.",LD,512
00ALHF,Greenwich,Woolwich Common,,"Brinkhurst, Graham K.",CON,506
00ALHF,Greenwich,Woolwich Common,,"Powis, Simon J.S.",LD,481
00ALHF,Greenwich,Woolwich Common,,"Williams, Derek R.",CON,471
00ALHF,Greenwich,Woolwich Common,,"Sisauri, Lela",CON,446
00ALHF,Greenwich,Woolwich Common,,"Durham, Anthony C.H.",LD,440
00ALHG,Greenwich,Woolwich Riverside,*,"Barwick, Barbara E.",LAB,1612
00ALHG,Greenwich,Woolwich Riverside,*,"Hales, Terry",LAB,1483
00ALHG,Greenwich,Woolwich Riverside,*,"Fahy, John",LAB,1422
00ALHG,Greenwich,Woolwich Riverside,,"Angas, Elizabeth M.",GRE,810
00ALHG,Greenwich,Woolwich Riverside,,"Hardy, Susan",CON,709
00ALHG,Greenwich,Woolwich Riverside,,"Jones, Christopher T.N.",CON,639
00ALHG,Greenwich,Woolwich Riverside,,"Barrow, Stuart N.",CON,499
00AMGA,Hackney,Brownswood,*,"Bell, Brian",LAB,977
00AMGA,Hackney,Brownswood,*,"Parker, Darren R.",LAB,824
00AMGA,Hackney,Brownswood,*,"Demirci, Feryat",LAB,808
00AMGA,Hackney,Brownswood,,"Edge, Gordon",GRE,561
00AMGA,Hackney,Brownswood,,"Lang, Peter",GRE,560
00AMGA,Hackney,Brownswood,,"Warner, Rosemary",LD,469
00AMGA,Hackney,Brownswood,,"Cumming, Sheonaidh",LD,410
00AMGA,Hackney,Brownswood,,"Smulian, Mark",LD,378
00AMGA,Hackney,Brownswood,,"Aussenberg, Glenda J.",CON,336
00AMGA,Hackney,Brownswood,,"Mahon, Christopher",CON,324
00AMGA,Hackney,Brownswood,,"Donoghue, Michael J.",CON,313
00AMGB,Hackney,Cazenove,*,"Akhoon, Dawood E.",LD,1198
00AMGB,Hackney,Cazenove,*,"Sharer, Ian D.",LD,1113
00AMGB,Hackney,Cazenove,*,"Stauber, Joseph S.Z.",LD,948
00AMGB,Hackney,Cazenove,,"Zina, Mohamed M.",LAB,909
00AMGB,Hackney,Cazenove,,"de Botton, Oliver T.",LAB,808
00AMGB,Hackney,Cazenove,,"Plant, Benjamin J.",LAB,787
00AMGB,Hackney,Cazenove,,"Bone, Mima",GRE,477
00AMGB,Hackney,Cazenove,,"Beattie, Leo G.",GRE,367
00AMGB,Hackney,Cazenove,,"Chong, Yen C.",GRE,352
00AMGB,Hackney,Cazenove,,"George, Gillian H.",R,330
00AMGB,Hackney,Cazenove,,"Muller, Kenneth C.",R,238
00AMGB,Hackney,Cazenove,,"Ballingall, Christopher",CON,172
00AMGB,Hackney,Cazenove,,"Rees, Leonard",CON,154
00AMGB,Hackney,Cazenove,,"Ballingall, Sheena",CON,150
00AMGC,Hackney,Chatham,*,"Mulready, Sally",LAB,1108
00AMGC,Hackney,Chatham,*,"Nicholson, William G.M.",LAB,1108
00AMGC,Hackney,Chatham,*,"Akehurst, Luke",LAB,1005
00AMGC,Hackney,Chatham,,"Douglas, Mark",GRE,512
00AMGC,Hackney,Chatham,,"Green, Glyn",LD,402
00AMGC,Hackney,Chatham,,"McCairn, Michael",LD,323
00AMGC,Hackney,Chatham,,"Leclercq, Yann",CON,215
00AMGC,Hackney,Chatham,,"Symons, Harold",CON,213
00AMGC,Hackney,Chatham,,"Palmer, Bixby C.",CON,187
00AMGC,Hackney,Chatham,,"Awobowale, Olumide",HCP,184
00AMGC,Hackney,Chatham,,"Thompson, Coral G.",HCP,125
00AMGC,Hackney,Chatham,,"Thompson, William A.",HCP,98
00AMGD,Hackney,Clissold,*,"Borris, Mischa",GRE,1240
00AMGD,Hackney,Clissold,*,"Alcock, Karen L.",LAB,1175
00AMGD,Hackney,Clissold,*,"Smith, Linda K.",LAB,1127
00AMGD,Hackney,Clissold,,"Magnum, Keith O.",GRE,1066
00AMGD,Hackney,Clissold,,"Fajana-Thomas, Susan",LAB,1050
00AMGD,Hackney,Clissold,,"Woodworth, Charlotte",GRE,843
00AMGD,Hackney,Clissold,,"Anderson, Sylvia",LD,365
00AMGD,Hackney,Clissold,,"Demirel, Asli",R,262
00AMGD,Hackney,Clissold,,"Bham, Habiba",LD,245
00AMGD,Hackney,Clissold,,"Simic, Sasha",R,216
00AMGD,Hackney,Clissold,,"Jacobson, Abraham",LD,212
00AMGD,Hackney,Clissold,,"Bakewell, Martin",CON,208
00AMGD,Hackney,Clissold,,"Ford, Vanessa J.",CON,185
00AMGD,Hackney,Clissold,,"Lewington, Irene",CON,135
00AMGE,Hackney,Dalston,*,"Linden, Sophie K.",LAB,1046
00AMGE,Hackney,Dalston,*,"Khan, Nargis",LAB,1012
00AMGE,Hackney,Dalston,*,"Mulready-Jones, Angus J.M.",LAB,1005
00AMGE,Hackney,Dalston,,"Squire, Ann",GRE,614
00AMGE,Hackney,Dalston,,"Dixon, John",GRE,600
00AMGE,Hackney,Dalston,,"Thrane, Charlotte",LD,419
00AMGE,Hackney,Dalston,,"Mortensen, Jesper",LD,379
00AMGE,Hackney,Dalston,,"Erdogmus, Ibrahim",CON,327
00AMGE,Hackney,Dalston,,"Zahle, Maria",LD,325
00AMGE,Hackney,Dalston,,"McGinley, Ann V.",CON,284
00AMGE,Hackney,Dalston,,"Saunders, Winifred",CON,282
00AMGF,Hackney,De Beauvoir,*,"Chapman, Robert A.",LAB,1151
00AMGF,Hackney,De Beauvoir,*,"Icoz, Gulay",LAB,1107
00AMGF,Hackney,De Beauvoir,*,"McShane, Christopher P.",LAB,1100
00AMGF,Hackney,De Beauvoir,,"Bannister, Jonathan L.",CON,490
00AMGF,Hackney,De Beauvoir,,"Ingram, Paul M.",GRE,436
00AMGF,Hackney,De Beauvoir,,"Friend, Peter",LD,417
00AMGF,Hackney,De Beauvoir,,"Le Page, Russell J.",CON,368
00AMGF,Hackney,De Beauvoir,,"Holloway, Patricia",LD,359
00AMGF,Hackney,De Beauvoir,,"Simler, Dominic A.",CON,355
00AMGF,Hackney,De Beauvoir,,"Steventon, Keith",LD,186
00AMGG,Hackney,Hackney Central,*,"Lloyd, Samantha A.",LAB,1259
00AMGG,Hackney,Hackney Central,*,"Laing, Alan R.",LAB,1233
00AMGG,Hackney,Hackney Central,*,"Stops, Vincent R.A.",LAB,1061
00AMGG,Hackney,Hackney Central,,"Gallagher, Terence E.",GRE,598
00AMGG,Hackney,Hackney Central,,"Fawkes, Irene",LD,543
00AMGG,Hackney,Hackney Central,,"Sanders, Shaun L.",LD,343
00AMGG,Hackney,Hackney Central,,"Thompson-Wood, Reuben",LD,320
00AMGG,Hackney,Hackney Central,,"Booth, Janine S.",SU,260
00AMGG,Hackney,Hackney Central,,"Frost, Jeannette",CON,246
00AMGG,Hackney,Hackney Central,,"Kelsey, Robert J.",CON,229
00AMGG,Hackney,Hackney Central,,"Ledger, William A.",CON,205
00AMGG,Hackney,Hackney Central,,"McDonald, Charles",SU,161
00AMGH,Hackney,Hackney Downs,*,"Desmond, Michael B.",LAB,1054
00AMGH,Hackney,Hackney Downs,*,"Khan, Faizullah",LAB,1048
00AMGH,Hackney,Hackney Downs,*,"Moema, Semakaleng M.",LAB,830
00AMGH,Hackney,Hackney Downs,,"Jefford, Michael",GRE,668
00AMGH,Hackney,Hackney Downs,,"Mackeith, Joy E.",GRE,661
00AMGH,Hackney,Hackney Downs,,"Hochhauser, Chaim",LD,321
00AMGH,Hackney,Hackney Downs,,"Kreiman, Nota",LD,290
00AMGH,Hackney,Hackney Downs,,"Shenker, Jeffrey M.",LD,279
00AMGH,Hackney,Hackney Downs,,"Fazzani, Peter",CON,234
00AMGH,Hackney,Hackney Downs,,"Kleinberg, Yvonne",CON,185
00AMGH,Hackney,Hackney Downs,,"Landau, Vera",CON,178
00AMGJ,Hackney,Haggerston,*,"Bright, Afolasade O.",LAB,1034
00AMGJ,Hackney,Haggerston,*,"McShane, Jonathan D.",LAB,990
00AMGJ,Hackney,Haggerston,*,"Buitekant, Barry",LAB,935
00AMGJ,Hackney,Haggerston,,"Shuter, Arthur C.",HIND,616
00AMGJ,Hackney,Haggerston,,"Sutton, Peter",HIND,578
00AMGJ,Hackney,Haggerston,,"Taylor, Carl G.",HIND,541
00AMGJ,Hackney,Haggerston,,"Ewen-Smith, Kay L.",LD,283
00AMGJ,Hackney,Haggerston,,"Thacker, Rajeev K.",GRE,275
00AMGJ,Hackney,Haggerston,,"Karayilan, Zeynep",CON,257
00AMGJ,Hackney,Haggerston,,"Laing, Steven R.",LD,248
00AMGJ,Hackney,Haggerston,,"Payne, Geoffrey",LD,247
00AMGJ,Hackney,Haggerston,,"Thomas, Lisa M.",CON,209
00AMGJ,Hackney,Haggerston,,"Odze, Lillian",CON,203
00AMGJ,Hackney,Haggerston,,"Rae, Benjamin C.",LIB,51
00AMGK,Hackney,Hoxton,*,"McKenzie, Clayeon",LAB,1007
00AMGK,Hackney,Hoxton,*,"Glanville, Philip M.",LAB,996
00AMGK,Hackney,Hoxton,*,"Williams, Carole P.",LAB,916
00AMGK,Hackney,Hoxton,,"Phillips, David J.",LD,627
00AMGK,Hackney,Hoxton,,"Nichols, Carl C.",LD,623
00AMGK,Hackney,Hoxton,,"Bham, Mahmood",LD,584
00AMGK,Hackney,Hoxton,,"Lennon, Christopher",CON,540
00AMGK,Hackney,Hoxton,,"Lukeman, Dean R.J.",CON,470
00AMGK,Hackney,Hoxton,,"Lane, Polly",GRE,431
00AMGK,Hackney,Hoxton,,"van Terheyden, Alexander R.",CON,429
00AMGL,Hackney,King's Park,*,"Patrick, Sharon R.",LAB,1305
00AMGL,Hackney,King's Park,*,"Nkafu, Julius A.",LAB,1159
00AMGL,Hackney,King's Park,*,"Siddiqui, Mohammad S.",LAB,1134
00AMGL,Hackney,King's Park,,"Bloor, Peter",GRE,397
00AMGL,Hackney,King's Park,,"Sharer, Bella",LD,324
00AMGL,Hackney,King's Park,,"Horowitz, Joseph",LD,270
00AMGL,Hackney,King's Park,,"Gray, Paul S.",CON,267
00AMGL,Hackney,King's Park,,"Lukeman, Melanie",CON,258
00AMGL,Hackney,King's Park,,"Stauber, Eva",LD,241
00AMGL,Hackney,King's Park,,"McNaught, Douglas",CON,199
00AMGM,Hackney,Leabridge,*,"Kelly, Linda",LAB,1060
00AMGM,Hackney,Leabridge,*,"Rathbone, Ian",LAB,939
00AMGM,Hackney,Leabridge,*,"Oguzkanli, Deniz C.",LAB,803
00AMGM,Hackney,Leabridge,,"Earl, Douglas",GRE,642
00AMGM,Hackney,Leabridge,,"Johnson, Daisy",GRE,539
00AMGM,Hackney,Leabridge,,"Hindocha, Bhavesh",GRE,516
00AMGM,Hackney,Leabridge,,"Husain, Mohamed S.",CON,393
00AMGM,Hackney,Leabridge,,"Simons, Michael L.",R,382
00AMGM,Hackney,Leabridge,,"Firat, Fero",R,324
00AMGM,Hackney,Leabridge,,"Humphreys, Guy",CON,311
00AMGM,Hackney,Leabridge,,"Timmis, Mark B.",CON,210
00AMGM,Hackney,Leabridge,,"Palmer, Judith",LD,203
00AMGM,Hackney,Leabridge,,"Tan, Anna",LD,199
00AMGM,Hackney,Leabridge,,"Jacobson, Gita",LD,181
00AMGM,Hackney,Leabridge,,"Beavis, James I.",COMB,77
00AMGN,Hackney,Lordship,*,"Aussenberg, Bernard",CON,1053
00AMGN,Hackney,Lordship,*,"Tesler, Simon",CON,997
00AMGN,Hackney,Lordship,*,"Coggins, Matthew",CON,978
00AMGN,Hackney,Lordship,,"Harding, Michael J.",LAB,710
00AMGN,Hackney,Lordship,,"Hilton, Allan",LAB,573
00AMGN,Hackney,Lordship,,"Adair, Christopher D.",GRE,546
00AMGN,Hackney,Lordship,,"Bates, Danny",GRE,533
00AMGN,Hackney,Lordship,,"Martini-Brown, Margherita",GRE,529
00AMGN,Hackney,Lordship,,"Tiyamiyu, Suraju-Deen O.L.",LAB,418
00AMGN,Hackney,Lordship,,"Morgan-Ash, Richard",LD,328
00AMGN,Hackney,Lordship,,"O'Brien, Anthony N.",LD,239
00AMGN,Hackney,Lordship,,"O'Brien, Mary",LD,239
00AMGP,Hackney,New River,*,"Middleton, Maureen",CON,1135
00AMGP,Hackney,New River,*,"Steinberger, Simche",CON,1099
00AMGP,Hackney,New River,*,"Odze, Harvey",CON,1080
00AMGP,Hackney,New River,,"Mulready-Jones, Mary A.",LAB,813
00AMGP,Hackney,New River,,"La Placa, Vincent",LAB,726
00AMGP,Hackney,New River,,"Thompson, Kevin B.",LAB,676
00AMGP,Hackney,New River,,"Cobb, Amber",LD,272
00AMGP,Hackney,New River,,"Blane, Nicholas",LD,259
00AMGP,Hackney,New River,,"Knight, Cedric V.",GRE,250
00AMGP,Hackney,New River,,"Fishman, Raoul",LD,222
00AMGQ,Hackney,Queensbridge,*,"Price, Thomas W.",LAB,1360
00AMGQ,Hackney,Queensbridge,*,"Plouviez, Emma M.",LAB,1246
00AMGQ,Hackney,Queensbridge,*,"Vernon, Patrick P.",LAB,1119
00AMGQ,Hackney,Queensbridge,,"Boff, Andrew",CON,913
00AMGQ,Hackney,Queensbridge,,"Ellis, Alexander V.",CON,632
00AMGQ,Hackney,Queensbridge,,"Matthew, Marcel P.",CON,585
00AMGQ,Hackney,Queensbridge,,"Smyth, Ralph J.M.",GRE,544
00AMGQ,Hackney,Queensbridge,,"More, Rosemary",LD,408
