Ward-Code,Borough,Ward-Name,Elected,Candidate,Party,Vote
00AJGE,Ealing,Dormers Wells,,"Nolder, Anthony D.",CON,524
00AJGE,Ealing,Dormers Wells,,"Mould, Rita M.U.",LD,424
00AJGE,Ealing,Dormers Wells,,"Mould, Sidney G.",LD,401
00AJGE,Ealing,Dormers Wells,,"Shaw, Toran J.",LD,336
00AJGF,Ealing,Ealing Broadway,*,"Potts, Ian M.",CON,2119
00AJGF,Ealing,Ealing Broadway,*,"Young, Anthony C.B.",CON,1847
00AJGF,Ealing,Ealing Broadway,*,"Scott, David A.H.",CON,1839
00AJGF,Ealing,Ealing Broadway,,"Salaun, Francis P.M.D.",LD,673
00AJGF,Ealing,Ealing Broadway,,"Zerdin, Doreen M.",LD,576
00AJGF,Ealing,Ealing Broadway,,"Hammond, Andrew J.",LAB,566
00AJGF,Ealing,Ealing Broadway,,"Burke, Linda   ",GRE,559
00AJGF,Ealing,Ealing Broadway,,"Zerdin, David L.",LD,558
00AJGF,Ealing,Ealing Broadway,,"Hurley, Sheila   ",LAB,551
00AJGF,Ealing,Ealing Broadway,,"Bhasin, Dilmohan S.",LAB,480
00AJGG,Ealing,Ealing Common,*,"Green, Ian R.",CON,1736
00AJGG,Ealing,Ealing Common,*,"Ball, Jon T.A.",LD,1611
00AJGG,Ealing,Ealing Common,*,"Dabrowska, Joanna K.",CON,1586
00AJGG,Ealing,Ealing Common,,"Hill, Paul W.",CON,1572
00AJGG,Ealing,Ealing Common,,"Bakhai, Nigel   ",LD,1393
00AJGG,Ealing,Ealing Common,,"Coleman, Edward P.",LD,1381
00AJGG,Ealing,Ealing Common,,"Burton, Peter G.H.",GRE,512
00AJGG,Ealing,Ealing Common,,"McGrath, Kevin D.",LAB,433
00AJGG,Ealing,Ealing Common,,"Goldberg, Joseph D.",LAB,412
00AJGG,Ealing,Ealing Common,,"Woodgate, Paul J.",LAB,341
00AJGH,Ealing,East Acton,*,"Randall, James A.",CON,1297
00AJGH,Ealing,East Acton,*,"Ross, John   ",CON,1213
00AJGH,Ealing,East Acton,*,"Crawford, Kathleen G.",LAB,1210
00AJGH,Ealing,East Acton,,"Stern, Jillian D.",CON,1167
00AJGH,Ealing,East Acton,,"Portwood, Philip J.",LAB,1155
00AJGH,Ealing,East Acton,,"Said, Atallah S.",LAB,1083
00AJGH,Ealing,East Acton,,"Allwright, Donald A.",LD,525
00AJGH,Ealing,East Acton,,"Grabowski, Fiona M.",LD,482
00AJGH,Ealing,East Acton,,"Martin, William G.",LD,419
00AJGJ,Ealing,Elthorne,*,"Oxley, Jonathan M.",CON,1068
00AJGJ,Ealing,Elthorne,*,"Clements-Elliott, Julia M.",LAB,988
00AJGJ,Ealing,Elthorne,*,"Kapoor, Amit   ",CON,987
00AJGJ,Ealing,Elthorne,,"Payne, Christopher G.",LAB,943
00AJGJ,Ealing,Elthorne,,"Sandhu, Arundeep   ",CON,927
00AJGJ,Ealing,Elthorne,,"Hutchison, Peter J.",LD,919
00AJGJ,Ealing,Elthorne,,"Sondh, Manmohan   ",LAB,832
00AJGJ,Ealing,Elthorne,,"Whelan, Alan   ",LD,791
00AJGJ,Ealing,Elthorne,,"Basu, Suneil   ",GRE,672
00AJGJ,Ealing,Elthorne,,"Randles, David J.",LD,670
00AJGK,Ealing,Greenford Broadway,*,"Bell, Julian G.",LAB,1468
00AJGK,Ealing,Greenford Broadway,*,"Anderson, Justin J.",CON,1414
00AJGK,Ealing,Greenford Broadway,*,"Nirwal, Sonika   ",LAB,1408
00AJGK,Ealing,Greenford Broadway,,"Crosby, Maureen   ",CON,1400
00AJGK,Ealing,Greenford Broadway,,"Thomson, Leonora H.",LAB,1351
00AJGK,Ealing,Greenford Broadway,,"Osborne, Rita J.",CON,1330
00AJGK,Ealing,Greenford Broadway,,"Davies, Roger W.",LD,466
00AJGK,Ealing,Greenford Broadway,,"Mitchell, David G.",LD,417
00AJGK,Ealing,Greenford Broadway,,"Rowley, Gillian L.",LD,400
00AJGL,Ealing,Greenford Green,*,"Brooks, William R.",CON,1859
00AJGL,Ealing,Greenford Green,*,"Emment, Susan A.",CON,1825
00AJGL,Ealing,Greenford Green,*,"Stacey, Jason A.",CON,1775
00AJGL,Ealing,Greenford Green,,"Sharma, Vina   ",LAB,1220
00AJGL,Ealing,Greenford Green,,"Bhanot, Sneh L.",LAB,1181
00AJGL,Ealing,Greenford Green,,"Moszczynski, Wiktor A.",LAB,1144
00AJGL,Ealing,Greenford Green,,"McCreadie, Anastasia   ",LD,440
00AJGL,Ealing,Greenford Green,,"Alcock, Raymond D.",LD,437
00AJGL,Ealing,Greenford Green,,"Palmer, Patricia R.",LD,395
00AJGL,Ealing,Greenford Green,,"Kilduff, Lisa A.",IND,185
00AJGM,Ealing,Hanger Hill,*,"Yerolemou, Barbara C.",CON,2158
00AJGM,Ealing,Hanger Hill,*,"Pagan, Diana M.  ",CON,2079
00AJGM,Ealing,Hanger Hill,*,"Sumner, Nigel R.",CON,2037
00AJGM,Ealing,Hanger Hill,,"Andre, Jeannine J. ",LD,742
00AJGM,Ealing,Hanger Hill,,"Hulley, Jonathan R.",LD,695
00AJGM,Ealing,Hanger Hill,,"Chadha, Immi   ",LAB,675
00AJGM,Ealing,Hanger Hill,,"Lloyd-James, Anna C.M.",LD,652
00AJGM,Ealing,Hanger Hill,,"Ahmed, Shabir   ",LAB,593
00AJGM,Ealing,Hanger Hill,,"Norrie, Amanda K.",LAB,559
00AJGM,Ealing,Hanger Hill,,"Fisher, Thomas H.",GRE,510
00AJGN,Ealing,Hobbayne,*,"Costello, Colm   ",CON,1532
00AJGN,Ealing,Hobbayne,*,"Popham, Rosa   ",CON,1319
00AJGN,Ealing,Hobbayne,*,"Greenhead, Phyllis M.",LAB,1298
00AJGN,Ealing,Hobbayne,,"Touma, Charbel   ",CON,1184
00AJGN,Ealing,Hobbayne,,"Wall, Raymond M.",LAB,1109
00AJGN,Ealing,Hobbayne,,"Kausar, Mohammed S.",LAB,1039
00AJGN,Ealing,Hobbayne,,"Pidoux, Michael G.",LD,648
00AJGN,Ealing,Hobbayne,,"Murphy, Oliver P.",LD,640
00AJGN,Ealing,Hobbayne,,"Miles, Deborah   ",GRE,589
00AJGN,Ealing,Hobbayne,,"Muman, Mohamed J.",LD,583
00AJGP,Ealing,Lady Margaret,*,"Jandu, Jarnail S.",LAB,1674
00AJGP,Ealing,Lady Margaret,*,"Singh, Gurcharan   ",LAB,1627
00AJGP,Ealing,Lady Margaret,*,"Keith, Maninder K.",LAB,1623
00AJGP,Ealing,Lady Margaret,,"Patel, Jyotika   ",CON,854
00AJGP,Ealing,Lady Margaret,,"Regan, June D.M.",CON,846
00AJGP,Ealing,Lady Margaret,,"Pack, Michael   ",CON,836
00AJGP,Ealing,Lady Margaret,,"Dalal, Rusi K.",LD,404
00AJGP,Ealing,Lady Margaret,,"Robbins, Mark N.G.",LD,404
00AJGP,Ealing,Lady Margaret,,"Gee, Stephen M.",LD,369
00AJGQ,Ealing,Northfield,*,"Millican, David   ",CON,1942
00AJGQ,Ealing,Northfield,*,"Reen, Mark I.",CON,1845
00AJGQ,Ealing,Northfield,*,"Taylor, Philip J.V.",CON,1801
00AJGQ,Ealing,Northfield,,"Gavan, Kieron M.",LAB,1022
00AJGQ,Ealing,Northfield,,"Woodroofe, Simon R.",LAB,949
00AJGQ,Ealing,Northfield,,"Majumdar, Margaret J.",LAB,948
00AJGQ,Ealing,Northfield,,"Tomlinson, Isobel J.",GRE,903
00AJGQ,Ealing,Northfield,,"Kendrick, Susan M.",LD,869
00AJGQ,Ealing,Northfield,,"McNeill, Marion H.",LD,804
00AJGQ,Ealing,Northfield,,"Thornhill, Peter G.",LD,743
00AJGR,Ealing,North Greenford,*,"Ahmed, Shahbaz   ",LAB,1488
00AJGR,Ealing,North Greenford,*,"Sandhu, Param J.S.",LAB,1483
00AJGR,Ealing,North Greenford,*,"Walker, Patricia   ",LAB,1476
00AJGR,Ealing,North Greenford,,"Cecil, Douglas T.",CON,1400
00AJGR,Ealing,North Greenford,,"Probert, Sarah J.",CON,1243
00AJGR,Ealing,North Greenford,,"Hotti, Massa S.",CON,1212
00AJGR,Ealing,North Greenford,,"Douglas, Olive   ",LD,706
00AJGR,Ealing,North Greenford,,"McKay, Helen A.",LD,626
00AJGR,Ealing,North Greenford,,"Kilduff, Eamonn F.",IND,561
00AJGR,Ealing,North Greenford,,"Grajnert, Norah M.",LD,445
00AJGS,Ealing,Northolt Mandeville,*,"Ware, Hazel E.",CON,1724
00AJGS,Ealing,Northolt Mandeville,*,"Harris, Eileen   ",CON,1713
00AJGS,Ealing,Northolt Mandeville,*,"Larmouth, Dawn   ",CON,1597
00AJGS,Ealing,Northolt Mandeville,,"Bernard, Walter   ",LAB,1184
00AJGS,Ealing,Northolt Mandeville,,"Murtagh, Timothy J.",LAB,1117
00AJGS,Ealing,Northolt Mandeville,,"Varma, Surinder N.",LAB,1066
00AJGS,Ealing,Northolt Mandeville,,"Miller, Alan B.",LD,472
00AJGS,Ealing,Northolt Mandeville,,"Seymour, John K.G.",LD,409
00AJGS,Ealing,Northolt Mandeville,,"Salaman, Myer R.",LD,398
00AJGT,Ealing,Northolt West End,*,"Mahfouz, Bassam   ",LAB,1299
00AJGT,Ealing,Northolt West End,*,"Elliott, Michael N.",LAB,1283
00AJGT,Ealing,Northolt West End,*,"Reeves, Brian R.",LAB,1236
00AJGT,Ealing,Northolt West End,,"Bush, Ivor F.",CON,1004
00AJGT,Ealing,Northolt West End,,"Pickett, Leslie C.",CON,998
00AJGT,Ealing,Northolt West End,,"Harris, Joseph G.",CON,992
00AJGT,Ealing,Northolt West End,,"Ducker, Judith E.",LD,487
00AJGT,Ealing,Northolt West End,,"Moir, Caroline A.S.",LD,427
00AJGT,Ealing,Northolt West End,,"Etessami, Pantea   ",LD,383
00AJGU,Ealing,Norwood Green,*,"Sharma, Virendra K.",LAB,1700
00AJGU,Ealing,Norwood Green,*,"Mann, Rajinder S.",LAB,1654
00AJGU,Ealing,Norwood Green,*,"Aslam, Mohammad   ",LAB,1613
00AJGU,Ealing,Norwood Green,,"Chadha, Jasbir K.",CON,795
00AJGU,Ealing,Norwood Green,,"Minty, David A.",CON,772
00AJGU,Ealing,Norwood Green,,"Thaper, Sumit   ",CON,684
00AJGU,Ealing,Norwood Green,,"Harvey, Becky M.",LD,475
00AJGU,Ealing,Norwood Green,,"Reilly, James   ",LD,406
00AJGU,Ealing,Norwood Green,,"Wylie, Diane E. ",LD,359
00AJGW,Ealing,Perivale,*,"Allott, Peter   ",CON,1858
00AJGW,Ealing,Perivale,*,"Yeo, Edmond H.K.",CON,1732
00AJGW,Ealing,Perivale,*,"Pile, Clifford J.",CON,1712
00AJGW,Ealing,Perivale,,"Hunte, Karen H.",LAB,1571
00AJGW,Ealing,Perivale,,"Langan, Wendy J.",LAB,1546
00AJGW,Ealing,Perivale,,"Sharma, Umesh C.",LAB,1361
00AJGW,Ealing,Perivale,,"Ducker, John F.C.",LD,528
00AJGW,Ealing,Perivale,,"Wilson, Anne B.",LD,500
00AJGW,Ealing,Perivale,,"Moir, Alastair M.",LD,466
00AJGW,Ealing,Perivale,,"Deadman, Martin H.",CPA,189
00AJGX,Ealing,South Acton,*,"Brookes, Elizabeth   ",LAB,1128
00AJGX,Ealing,South Acton,*,"Gallagher, John S.",LAB,1062
00AJGX,Ealing,South Acton,*,"Johnson, Yvonne E.",LAB,1062
00AJGX,Ealing,South Acton,,"Owens, Emmeline   ",CON,1046
00AJGX,Ealing,South Acton,,"Dennehy, Benjamin L.",CON,1043
00AJGX,Ealing,South Acton,,"Bunting, Bernard   ",CON,1004
00AJGX,Ealing,South Acton,,"Steed, Andrew T.",LD,920
00AJGX,Ealing,South Acton,,"Lloyd-James, Huw   ",LD,892
00AJGX,Ealing,South Acton,,"Winkfield, Nicholas J.",LD,856
00AJGX,Ealing,South Acton,,"Outten, Brian A.",GRE,387
00AJGY,Ealing,Southall Broadway,*,"Singh, Manjit   ",LAB,2094
00AJGY,Ealing,Southall Broadway,*,"Gupta, Jagdish C.",LAB,1990
00AJGY,Ealing,Southall Broadway,*,"Khilji-Noori, Zahida A.",LAB,1937
00AJGY,Ealing,Southall Broadway,,"Singh, Gulbash   ",CON,1262
00AJGY,Ealing,Southall Broadway,,"Choudhary, Tariq R.",CON,1100
00AJGY,Ealing,Southall Broadway,,"Sund, Charanjit   ",CON,1083
00AJGY,Ealing,Southall Broadway,,"Harding, Veronica A.",LD,293
00AJGY,Ealing,Southall Broadway,,"Hatherall, Dietlinde G.",LD,238
00AJGY,Ealing,Southall Broadway,,"Veecock, Inge R.",LD,222
00AJGZ,Ealing,Southall Green,*,"Anand, Jasbir K.",LAB,1933
00AJGZ,Ealing,Southall Green,*,"Dhindsa, Kamaljit S.",LAB,1845
00AJGZ,Ealing,Southall Green,*,"Kang, Swarn S.",LAB,1794
00AJGZ,Ealing,Southall Green,,"Dhillon, Salvinder S.",R,763
00AJGZ,Ealing,Southall Green,,"Khan, Iqbal   ",R,702
00AJGZ,Ealing,Southall Green,,"Nur, Mohamed H.",R,676
00AJGZ,Ealing,Southall Green,,"Singh, Rajinder   ",CON,657
00AJGZ,Ealing,Southall Green,,"Jassal, Sagli R.",CON,642
00AJGZ,Ealing,Southall Green,,"Sondh, Jallo   ",CON,584
00AJGZ,Ealing,Southall Green,,"Gooch, Paul M.",LD,201
00AJGZ,Ealing,Southall Green,,"Rose, Margaret J.",LD,193
00AJGZ,Ealing,Southall Green,,"Mellor, Esme P.",LD,185
00AJHA,Ealing,Southfield,*,"Rose, Harvey B.",LD,1388
00AJHA,Ealing,Southfield,*,"Reilly, Elizabeth P.",CON,1376
00AJHA,Ealing,Southfield,*,"Malcolm, Gary   ",LD,1360
00AJHA,Ealing,Southfield,,"Merriman, Huw W.",CON,1330
00AJHA,Ealing,Southfield,,"Morley, Robert G.",CON,1291
00AJHA,Ealing,Southfield,,"Miller, Anthony H.J.",LD,1149
00AJHA,Ealing,Southfield,,"Bastin, Colin   ",LAB,680
00AJHA,Ealing,Southfield,,"Diamond, Sebastian J.",GRE,579
00AJHA,Ealing,Southfield,,"Kietz, Linda J.",LAB,558
00AJHA,Ealing,Southfield,,"Gulaid, Abdullah A.",LAB,555
00AJHA,Ealing,Southfield,,"Carter, Rex E.J.",UKIP,104
00AJHB,Ealing,Walpole,*,"Chapman, Margaret A.",CON,1551
00AJHB,Ealing,Walpole,*,"Cowing, John   ",CON,1445
00AJHB,Ealing,Walpole,*,"Kapoor, Ashok K.",CON,1307
00AJHB,Ealing,Walpole,,"Aplin, Mark J.",LD,1193
00AJHB,Ealing,Walpole,,"Mitchell, John W.",LD,1053
00AJHB,Ealing,Walpole,,"Beecroft, Martin R.",LAB,994
00AJHB,Ealing,Walpole,,"Maycock, John B.",LD,989
00AJHB,Ealing,Walpole,,"Gordon, Yoel   ",LAB,943
00AJHB,Ealing,Walpole,,"Vasey, Sian C.",LAB,894
00AJHB,Ealing,Walpole,,"Edwards, Sarah J.",GRE,454
00AJHB,Ealing,Walpole,,"Sanger, Rachel   ",GRE,419
00AJHB,Ealing,Walpole,,"Foy, George   ",GRE,418
00AKGL,Enfield,Bowes,*,"Brett, Yasemin",LAB,1280
00AKGL,Enfield,Bowes,*,"Georgiou, Achilleas",LAB,1180
00AKGL,Enfield,Bowes,*,"Rodin, Jeffrey L.",LAB,1100
00AKGL,Enfield,Bowes,,"Davenport, Laura",GRE,1000
00AKGL,Enfield,Bowes,,"Certel, Adil K.",CON,966
00AKGL,Enfield,Bowes,,"Marshall, David S.",CON,948
00AKGL,Enfield,Bowes,,"Fevrier, Reuben",CON,873
00AKGL,Enfield,Bowes,,"Linton, William A.",GRE,822
00AKGL,Enfield,Bowes,,"Krakowiak, Peter J.",GRE,730
00AKGM,Enfield,Bush Hill Park,*,"Jackson, John W.E.",CON,2248
00AKGM,Enfield,Bush Hill Park,*,"Hall, Jonas",CON,2178
00AKGM,Enfield,Bush Hill Park,*,"Savva, Eleftherios",CON,1827
00AKGM,Enfield,Bush Hill Park,,"Blaskett, Jennifer",SCF,1442
00AKGM,Enfield,Bush Hill Park,,"Purcell, Josephine",LAB,780
00AKGM,Enfield,Bush Hill Park,,"Sceeny, Paul J.",LAB,683
00AKGM,Enfield,Bush Hill Park,,"Eke, Kyrian C.",LAB,649
00AKGM,Enfield,Bush Hill Park,,"Armstrong, Nina R.",GRE,604
00AKGM,Enfield,Bush Hill Park,,"Clark, Robert A.",LD,547
00AKGM,Enfield,Bush Hill Park,,"Spinks, Michael J.",LD,533
00AKGM,Enfield,Bush Hill Park,,"Rolph, Gwyneth W.",UKIP,298
00AKGN,Enfield,Chase,*,"Dey, Anthony",CON,1935
00AKGN,Enfield,Chase,*,"Dreblow, Annette M.",CON,1903
00AKGN,Enfield,Chase,*,"Wilkinson, Catherine",SCF,1727
00AKGN,Enfield,Chase,,"Laban, Matthew W.",CON,1619
00AKGN,Enfield,Chase,,"Bull, Michele",LAB,856
00AKGN,Enfield,Chase,,"Deacon, Christopher",LAB,808
00AKGN,Enfield,Chase,,"Clare-Paule, Tony",LAB,677
00AKGN,Enfield,Chase,,"Steel, Margaret J.",LD,407
00AKGN,Enfield,Chase,,"Stainer, Lorice",LD,328
00AKGN,Enfield,Chase,,"Stainer, Alan I.",LD,296
00AKGP,Enfield,Cockfosters,*,"Lavender, Michael D.",CON,2488
00AKGP,Enfield,Cockfosters,*,"McCannah, Paul J.",CON,2474
00AKGP,Enfield,Cockfosters,*,"Antoniou, Constantinos G.",CON,2395
00AKGP,Enfield,Cockfosters,,"Costello, Elizabeth M.",LAB,687
00AKGP,Enfield,Cockfosters,,"Finni, Andrew",LAB,676
00AKGP,Enfield,Cockfosters,,"Leaver, Timothy",LAB,614
00AKGP,Enfield,Cockfosters,,"Peters, David R.S.",LD,536
00AKGP,Enfield,Cockfosters,,"Doughty, Trevor U.C.",GRE,455
00AKGQ,Enfield,Edmonton Green,*,"Brown, Kristofor I.",LAB,1726
00AKGQ,Enfield,Edmonton Green,*,"Headley, Denise A.",LAB,1630
00AKGQ,Enfield,Edmonton Green,*,"Stafford, Andrew",LAB,1490
00AKGQ,Enfield,Edmonton Green,,"Gosnell, Mary P.",CON,685
00AKGQ,Enfield,Edmonton Green,,"Smith, Joseph V.",CON,665
00AKGQ,Enfield,Edmonton Green,,"Maynard, Simon E.G.",CON,602
00AKGQ,Enfield,Edmonton Green,,"Jones, Joseph E.",GRE,384
00AKGQ,Enfield,Edmonton Green,,"Stone, Trevor",LD,374
00AKGR,Enfield,Enfield Highway,*,"Murphy, Christopher M.",LAB,1540
00AKGR,Enfield,Enfield Highway,*,"Lemonides, Dino",LAB,1419
00AKGR,Enfield,Enfield Highway,*,"Simon, Tobias R.M.",LAB,1406
00AKGR,Enfield,Enfield Highway,,"Price, Bill",CON,1250
00AKGR,Enfield,Enfield Highway,,"Nicholas, Andrew C.",CON,1093
00AKGR,Enfield,Enfield Highway,,"Steven, James B.",CON,1036
00AKGR,Enfield,Enfield Highway,,"Reeve, Richard H.",SCF,886
00AKGR,Enfield,Enfield Highway,,"Jones, Madeline",UKIP,496
00AKGS,Enfield,Enfield Lock,*,"Ford, Norman G.",CON,1318
00AKGS,Enfield,Enfield Lock,*,"Hones, Ruth M.",CON,1162
00AKGS,Enfield,Enfield Lock,*,"Goddard, Derek StL.",LAB,1143
00AKGS,Enfield,Enfield Lock,,"Heathwood, Penelope",CON,1125
00AKGS,Enfield,Enfield Lock,,"Wiggett, Ivor",LAB,991
00AKGS,Enfield,Enfield Lock,,"Ganesanayakam, Thambiah",LAB,936
00AKGS,Enfield,Enfield Lock,,"Zaveri, Sujal",SCF,893
00AKGS,Enfield,Enfield Lock,,"Clark-Mazo, Georgina",LD,507
00AKGS,Enfield,Enfield Lock,,"Robbens, Gary A.",UKIP,485
00AKGT,Enfield,Grange,*,"Neville, Terence",CON,2517
00AKGT,Enfield,Grange,*,"Vince, Glynis L.",CON,2350
00AKGT,Enfield,Grange,*,"Joannides, Chris",CON,2304
00AKGT,Enfield,Grange,,"Armstrong, Stephen",SCF,1385
00AKGT,Enfield,Grange,,"Kinsler, Hazel M.",LAB,563
00AKGT,Enfield,Grange,,"Cowling, Edward",LAB,510
00AKGT,Enfield,Grange,,"Cartwright, Raymond D.",LAB,489
00AKGT,Enfield,Grange,,"Osman, Helen",LD,483
00AKGT,Enfield,Grange,,"Stibbe, Theresa S.",GRE,462
00AKGT,Enfield,Grange,,"Smith, Paul D.",LD,385
00AKGT,Enfield,Grange,,"Jeal, David M.",UKIP,270
00AKGU,Enfield,Haselbury,*,"Buckland, Jayne C.",LAB,1509
00AKGU,Enfield,Haselbury,*,"Savva, George A.",LAB,1463
00AKGU,Enfield,Haselbury,*,"McGowan, Donald",LAB,1448
00AKGU,Enfield,Haselbury,,"Ates, Sakine",CON,1027
00AKGU,Enfield,Haselbury,,"Beyzade, Beyzade M.",CON,1011
00AKGU,Enfield,Haselbury,,"Vince, Roger D.",CON,1005
00AKGU,Enfield,Haselbury,,"Johnson, Jack G.",GRE,450
00AKGU,Enfield,Haselbury,,"Strange, Hanne",LD,395
00AKGW,Enfield,Highlands,*,"Kaye, Jonathan S.",CON,2736
00AKGW,Enfield,Highlands,*,"Pearce, Anne M.D.",CON,2475
00AKGW,Enfield,Highlands,*,"Delman, Dogan",CON,2469
00AKGW,Enfield,Highlands,,"Southgate, Jeremy",SCF,1595
00AKGW,Enfield,Highlands,,"Dalling, Vivien M.",LD,777
00AKGW,Enfield,Highlands,,"Leadbetter, Adam J.",LAB,671
00AKGW,Enfield,Highlands,,"Rhiney, Vanessa M.",LAB,581
00AKGW,Enfield,Highlands,,"Rahman, Ataur",LAB,556
00AKGX,Enfield,Jubilee,*,"Hasan, Ahmet",LAB,1543
00AKGX,Enfield,Jubilee,*,"Andrew, Christopher",CON,1539
00AKGX,Enfield,Jubilee,*,"Lappage, Bernadette",LAB,1521
00AKGX,Enfield,Jubilee,,"McDonald, Sarah A.",CON,1431
00AKGX,Enfield,Jubilee,,"Nicholaspillai, Anthony",LAB,1427
00AKGX,Enfield,Jubilee,,"Kadir, Kamuran M.",CON,1281
00AKGX,Enfield,Jubilee,,"Robertson-Molloy, Jean",GRE,468
00AKGY,Enfield,Lower Edmonton,*,"Giladi, Vivien M.",LAB,1550
00AKGY,Enfield,Lower Edmonton,*,"Oykener, Ahmet",LAB,1493
00AKGY,Enfield,Lower Edmonton,*,"Robinson, Geoffrey S.",LAB,1487
00AKGY,Enfield,Lower Edmonton,,"Charles, Amos A.P.",CON,978
00AKGY,Enfield,Lower Edmonton,,"Kurtaran, Alper",CON,849
00AKGY,Enfield,Lower Edmonton,,"Schofield, David L.",CON,848
00AKGY,Enfield,Lower Edmonton,,"Lambie, Robin C.",LD,496
00AKGY,Enfield,Lower Edmonton,,"Mertcan, Dervish",LD,454
00AKGY,Enfield,Lower Edmonton,,"Wilson, Margot",LD,445
00AKGZ,Enfield,Palmers Green,*,"Charalambous, Charalambos",LAB,1572
00AKGZ,Enfield,Palmers Green,*,"Pipe, Henry C.S.",CON,1456
00AKGZ,Enfield,Palmers Green,*,"Cole, Christopher V.",LAB,1403
00AKGZ,Enfield,Palmers Green,,"Shukla, Shamit",CON,1380
00AKGZ,Enfield,Palmers Green,,"Cranfield, Ingrid E.",LAB,1323
00AKGZ,Enfield,Palmers Green,,"Skalla, Jill",CON,1289
00AKGZ,Enfield,Palmers Green,,"Scott, Nicola R.",GRE,509
00AKGZ,Enfield,Palmers Green,,"Malone, Brendan J.",LD,446
00AKGZ,Enfield,Palmers Green,,"Carman, Frances",LD,391
00AKGZ,Enfield,Palmers Green,,"Kibasi, Thomas",LD,322
00AKGZ,Enfield,Palmers Green,,"Malakounides, Andrikos",IND,184
00AKHA,Enfield,Ponders End,*,"Anwar, Chaudhury M.",LAB,1583
00AKHA,Enfield,Ponders End,*,"Taylor, Douglas",LAB,1528
00AKHA,Enfield,Ponders End,*,"Orhan, Ayfer",LAB,1504
00AKHA,Enfield,Ponders End,,"Livermore, Robert",CON,882
00AKHA,Enfield,Ponders End,,"Jukes, Angela O.",CON,864
00AKHA,Enfield,Ponders End,,"Shadbolt, Gillian",CON,823
00AKHA,Enfield,Ponders End,,"Wiggett, Joy C.",LD,414
00AKHB,Enfield,Southbury,*,"Bond, Christopher",LAB,1415
00AKHB,Enfield,Southbury,*,"Fallart, Peter D.",CON,1304
00AKHB,Enfield,Southbury,*,"Chamberlain, Lee",CON,1295
00AKHB,Enfield,Southbury,,"Cazimoglu, Alev",LAB,1276
00AKHB,Enfield,Southbury,,"Levy, Derek",LAB,1273
00AKHB,Enfield,Southbury,,"Dawson, Phillip",CON,1213
00AKHB,Enfield,Southbury,,"Somerville, Robin",SCF,894
00AKHB,Enfield,Southbury,,"Stone, Nicholas K.",GRE,406
00AKHB,Enfield,Southbury,,"Hickman, Bruno",LD,348
00AKHB,Enfield,Southbury,,"Rolph, Frederick J.",UKIP,228
00AKHB,Enfield,Southbury,,"Hall, Brian J.",UKIP,202
00AKHB,Enfield,Southbury,,"Freshwater, Roy A.",UKIP,196
00AKHB,Enfield,Southbury,,"Carter, Stanley",IND,128
00AKHC,Enfield,Southgate,*,"Smith, Edward M.",CON,1760
00AKHC,Enfield,Southgate,*,"Hayward, Robert G.",CON,1751
00AKHC,Enfield,Southgate,*,"Smith, Terence F.",CON,1692
00AKHC,Enfield,Southgate,,"Lamb, Joanna F.",LD,848
00AKHC,Enfield,Southgate,,"Cronk, Brian W.",LD,776
00AKHC,Enfield,Southgate,,"Kila, Anthony",LD,739
00AKHC,Enfield,Southgate,,"Asser, James E.",LAB,696
00AKHC,Enfield,Southgate,,"Webber, Sally L.",LAB,648
00AKHC,Enfield,Southgate,,"Tilki, Hakki S.",LAB,615
00AKHD,Enfield,Southgate Green,*,"Barker, Alan G.",CON,1935
00AKHD,Enfield,Southgate Green,*,"Lamprecht, Henry",CON,1851
00AKHD,Enfield,Southgate Green,*,"Zinkin, Ann",CON,1809
00AKHD,Enfield,Southgate Green,,"Piachaud, Michael J.H.",LAB,1239
00AKHD,Enfield,Southgate Green,,"Sandilands, Hyacinth V.",LAB,1152
00AKHD,Enfield,Southgate Green,,"Sitkin, Alan L.",LAB,1138
00AKHD,Enfield,Southgate Green,,"Hughes, David L.",LD,561
00AKHD,Enfield,Southgate Green,,"Clark, Frederick W.",GRE,539
00AKHD,Enfield,Southgate Green,,"Trup, Michael",LD,507
00AKHD,Enfield,Southgate Green,,"Zierler, Alan",LD,425
00AKHD,Enfield,Southgate Green,,"Toolan, Bernard",VLUL,54
00AKHD,Enfield,Southgate Green,,"Toolan, Judith",VLUL,48
00AKHD,Enfield,Southgate Green,,"Toolan, Rebecca M.",VLUL,46
00AKHE,Enfield,Town,*,"Rye, Michael J.",CON,2481
00AKHE,Enfield,Town,*,"Jukes, Eric C.",CON,2464
00AKHE,Enfield,Town,*,"McGregor, Kieran T.",SCF,2460
00AKHE,Enfield,Town,,"Laban, Joanne L.",CON,2216
00AKHE,Enfield,Town,,"Bearryman, Caitriona",LAB,911
00AKHE,Enfield,Town,,"Hegarty, Martin",LAB,853
00AKHE,Enfield,Town,,"Macleod, Fiona J.",LD,803
00AKHE,Enfield,Town,,"Krahn, John B.",LD,750
00AKHE,Enfield,Town,,"Schwartz, Barry",LAB,573
00AKHF,Enfield,Turkey Street,*,"Holt, Margaret R.",CON,1546
00AKHF,Enfield,Turkey Street,*,"Boast, John R.",CON,1437
00AKHF,Enfield,Turkey Street,*,"Adams, Pamela J.",CON,1431
00AKHF,Enfield,Turkey Street,,"Hall, Ben",SCF,1188
00AKHF,Enfield,Turkey Street,,"Johnson, Robert",LAB,1100
